word,synset,lemma,definition,examples,synonyms,antonyms,similarity_run.v.01_sprint.v.01,similarity_ship.n.01_boat.n.01
wretched,deplorable.s.02,deplorable,of very poor quality or condition,"['deplorable housing conditions in the inner city', 'woeful treatment of the accused', 'woeful errors of judgment']","{'slimy', 'deplorable', 'pathetic', 'piteous', 'hapless', 'despicable', 'poor', 'woeful', 'suffering', 'worthless', 'pitiful', 'execrable', 'pitiable', 'unworthy', 'miserable', 'wretched', 'ugly', 'vile', 'misfortunate'}",set(),0.8571428571428571,0.9090909090909091
anguished,anguish.v.01,anguish,suffer great pains or distress,[],"{'anguished', 'tortured', 'anguish', 'tormented', 'pain', 'hurt'}",set(),0.8571428571428571,0.9090909090909091
disconsolate,inconsolable.a.01,inconsolable,sad beyond comforting; incapable of being consoled,['inconsolable when her son died'],"{'dark', 'blue', 'unconsolable', 'drear', 'disconsolate', 'inconsolable', 'dingy', 'gloomy', 'grim', 'sorry', 'dismal', 'drab', 'dreary'}",{'consolable'},0.8571428571428571,0.9090909090909091
morose,dark.s.06,dark,showing a brooding ill humor; ; ; ; ; ; - Bruce Bliven,"['a dark scowl', 'the proverbially dour New England Puritan', 'a glum, hopeless shrug', 'he sat in moody silence', 'a morose and unsociable manner', 'a saturnine, almost misanthropic young genius', 'a sour temper', 'a sullen crowd']","{'dark', 'glum', 'morose', 'glowering', 'sour', 'dour', 'saturnine', 'sullen', 'moody'}",set(),0.8571428571428571,0.9090909090909091
heartfelt,dear.s.03,dear,earnest,"[""one's dearest wish"", 'devout wishes for their success', 'heartfelt condolences']","{'devout', 'dear', 'heartfelt', 'earnest'}",set(),0.8571428571428571,0.9090909090909091
lamenting,lament.v.01,lament,express grief verbally,['we lamented the death of the child'],"{'wailful', 'keen', 'lamenting', 'bemoan', 'deplore', 'lament', 'bewail', 'wailing'}",set(),0.8571428571428571,0.9090909090909091
furious,ferocious.s.01,ferocious,marked by extreme and violent energy,"['a ferocious beating', 'fierce fighting', 'a furious battle']","{'angry', 'infuriated', 'raging', 'ferocious', 'furious', 'tempestuous', 'enraged', 'savage', 'maddened', 'wild', 'fierce', 'angered'}",set(),0.8571428571428571,0.9090909090909091
irate,irate.s.01,irate,feeling or showing extreme anger,"['irate protesters', 'ireful words']","{'irate', 'ireful'}",set(),0.8571428571428571,0.9090909090909091
enraged,enrage.v.01,enrage,put into a rage; make violently angry,[],"{'infuriated', 'furious', 'enraged', 'maddened', 'enrage', 'angered'}",set(),0.8571428571428571,0.9090909090909091
infuriated,infuriate.v.01,infuriate,make furious,[],"{'infuriated', 'furious', 'enraged', 'maddened', 'incense', 'infuriate', 'angered', 'exasperate'}",set(),0.8571428571428571,0.9090909090909091
livid,ashen.s.01,ashen,anemic looking from illness or emotion; ; ; ; ; - Mary W. Shelley,"['a face turned ashen', ""the invalid's blanched cheeks"", 'tried to speak with bloodless lips', 'a face livid with shock', 'lips...livid with the hue of death', 'lips white with terror', 'a face white with rage']","{'white', 'blanched', 'black-and-blue', 'livid', 'bloodless', 'ashen'}",set(),0.8571428571428571,0.9090909090909091
wrathful,wrathful.s.01,wrathful,vehemently incensed and condemnatory,"['they trembled before the wrathful queen', 'but wroth as he was, a short struggle ended in reconciliation']","{'wroth', 'wrathful', 'wrothful'}",set(),0.8571428571428571,0.9090909090909091
fuming,fume.v.01,fume,"be mad, angry, or furious",[],"{'fume', 'reek', 'smoke', 'fumigate'}",set(),0.8571428571428571,0.9090909090909091
incensed,cense.v.01,cense,perfume especially with a censer,[],"{'thurify', 'outraged', 'umbrageous', 'cense', 'incensed', 'incense', 'infuriate', 'indignant', 'exasperate'}",set(),0.8571428571428571,0.9090909090909091
agitated,agitate.v.01,agitate,try to stir up public opinion,[],"{'press', 'shake', 'excite', 'commove', 'shift', 'crusade', 'vex', 'agitated', 'agitate', 'charge', 'raise_up', 'push', 'budge', 'shake_up', 'stir_up', 'foment', 'charge_up', 'disturb', 'turn_on', 'fight', 'rouse', 'stir', 'campaign'}","{'calm', 'unagitated'}",0.8571428571428571,0.9090909090909091
annoyed,annoy.v.01,annoy,"cause annoyance in; disturb, especially by minor irritations","['Mosquitoes buzzing in my ear really bothers me', 'It irritates me that she never closes the door after she leaves']","{'peeved', 'pestered', 'pissed_off', 'get_at', 'rile', 'roiled', 'stung', 'nettled', 'pissed', 'nettle', 'steamed', 'bother', 'harassed', 'vex', 'annoy', 'annoyed', 'devil', 'miffed', 'get_to', 'rag', 'irritate', 'riled', 'vexed', 'irritated', 'chafe', 'gravel', 'nark', 'harried'}",set(),0.8571428571428571,0.9090909090909091
exasperated,exacerbate.v.02,exacerbate,exasperate or irritate,[],"{'exacerbate', 'aggravate', 'cheesed_off', 'incense', 'infuriate', 'browned_off', 'exasperated', 'worsen', 'exasperate'}",{'better'},0.8571428571428571,0.9090909090909091
irritated,annoy.v.01,annoy,"cause annoyance in; disturb, especially by minor irritations","['Mosquitoes buzzing in my ear really bothers me', 'It irritates me that she never closes the door after she leaves']","{'peeved', 'pissed_off', 'get_at', 'rile', 'roiled', 'stung', 'nettled', 'pissed', 'nettle', 'steamed', 'bother', 'vex', 'annoy', 'annoyed', 'devil', 'miffed', 'get_to', 'rag', 'irritate', 'riled', 'irritated', 'chafe', 'gravel', 'nark'}",{'soothe'},0.8571428571428571,0.9090909090909091
mad,huffy.s.02,huffy,roused to anger; - Mark Twain,"['stayed huffy a good while', 'she gets mad when you wake her up so early', 'mad at his friend', 'sore over a remark']","{'frantic', 'demented', 'excited', 'sore', 'brainsick', 'sick', 'harebrained', 'unbalanced', 'mad', 'delirious', 'insane', 'unhinged', 'huffy', 'disturbed', 'crazy', 'unrestrained'}",set(),0.8571428571428571,0.9090909090909091
outraged,shock.v.02,shock,strike with disgust or revulsion,['The scandalous behavior of this married woman shocked her friends'],"{'appal', 'dishonour', 'ravish', 'rape', 'appall', 'incensed', 'scandalise', 'outrage', 'assault', 'outraged', 'shock', 'umbrageous', 'desecrate', 'indignant', 'offend', 'dishonor', 'scandalize', 'violate', 'profane'}",set(),0.8571428571428571,0.9090909090909091
seething,hum.v.02,hum,be noisy with activity,['This office is buzzing with activity'],"{'hum', 'buzz', 'roll', 'boil', 'seethe', 'seething'}",set(),0.8571428571428571,0.9090909090909091
indignant,indignant.s.01,indignant,angered at something unjust or wrong,"['an indignant denial', ""incensed at the judges' unfairness"", 'a look of outraged disbelief', 'umbrageous at the loss of their territory']","{'outraged', 'indignant', 'incensed', 'umbrageous'}",set(),0.8571428571428571,0.9090909090909091
cross,cross.n.01,cross,a wooden structure consisting of an upright post with a transverse piece,[],"{'hybridizing', 'mark', 'get_over', 'span', 'traverse', 'queer', 'transverse', 'hybridisation', 'crossbreeding', 'thwartwise', 'fussy', 'track', 'scotch', 'bad-tempered', 'crossbreed', 'crisscross', 'Cross', 'cut_across', 'foil', 'hybridize', 'cross', 'hybridization', 'get_across', 'crabby', 'grumpy', 'cover', 'interbreed', 'crown_of_thorns', 'frustrate', 'interbreeding', 'spoil', 'crossing', 'hybrid', 'sweep', 'bilk', 'crabbed', 'ill-tempered', 'pass_over', 'thwart', 'baffle', 'grouchy', 'transversal', 'intersect', 'hybridise', 'cut_through'}",{'uncross'},0.8571428571428571,0.9090909090909091
raging,ramp.v.01,ramp,"behave violently, as if in state of a great anger",[],"{'hot', 'tempestuous', 'get_at', 'rile', 'dress_down', 'reprimand', 'take_to_task', 'chide', 'ramp', 'chew_up', 'call_on_the_carpet', 'crucify', 'call_down', 'nettle', 'lambast', 'scold', 'torment', 'furious', 'bother', 'vex', 'annoy', 'lambaste', 'lecture', 'frustrate', 'reproof', 'storm', 'angry', 'devil', 'berate', 'bawl_out', 'wild', 'razz', 'have_words', 'rebuke', 'bait', 'twit', 'rag', 'get_to', 'bedevil', 'irritate', 'remonstrate', 'chew_out', 'dun', 'taunt', 'rage', 'raging', 'tease', 'rally', 'jaw', 'chafe', 'cod', 'tantalise', 'ride', 'gravel', 'tantalize', 'nark', 'trounce'}",set(),0.8571428571428571,0.9090909090909091
hostile,hostile.n.01,hostile,troops belonging to the enemy's military forces,['the platoon ran into a pack of hostiles'],"{'uncongenial', 'hostile', 'unfriendly'}","{'friendly', 'amicable'}",0.8571428571428571,0.9090909090909091
vexed,annoy.v.01,annoy,"cause annoyance in; disturb, especially by minor irritations","['Mosquitoes buzzing in my ear really bothers me', 'It irritates me that she never closes the door after she leaves']","{'pestered', 'get_at', 'rile', 'puzzle', 'nonplus', 'commove', 'nettle', 'bother', 'harassed', 'pose', 'vex', 'annoy', 'annoyed', 'amaze', 'mystify', 'get', 'stupefy', 'agitate', 'raise_up', 'flummox', 'beat', 'devil', 'shake_up', 'bewilder', 'get_to', 'rag', 'irritate', 'stir_up', 'stick', 'perplex', 'vexed', 'chafe', 'disturb', 'baffle', 'gravel', 'nark', 'dumbfound', 'harried', 'worry'}",{'reassure'},0.8571428571428571,0.9090909090909091
choleric,choleric.s.01,choleric,easily moved to anger; - H.G.Wells,['men of the choleric type take to kicking and smashing'],"{'choleric', 'irascible', 'short-tempered', 'hotheaded', 'quick-tempered', 'hot-tempered'}",set(),0.8571428571428571,0.9090909090909091
rabid,rabid.a.01,rabid,of or infected by rabies,[],"{'fanatic', 'rabid', 'fanatical', 'overzealous'}",set(),0.8571428571428571,0.9090909090909091
explosive,explosive.n.01,explosive,a chemical substance that undergoes a rapid chemical change (with the production of gas) on being heated or struck,[],"{'explosive', 'volatile'}",{'nonexplosive'},0.8571428571428571,0.9090909090909091
belligerent,combatant.n.01,combatant,someone who fights (or is fighting),[],"{'fighter', 'belligerent', 'war-ridden', 'warring', 'militant', 'aggressive', 'battler', 'scrapper', 'combatant'}",set(),0.8571428571428571,0.9090909090909091
irked,gall.v.02,gall,irritate or vex,['It galls me that we lost the suit'],"{'gall', 'irk'}",set(),0.8571428571428571,0.9090909090909091
grief-stricken,bereaved.s.01,bereaved,sorrowful through loss or deprivation,['bereft of hope'],"{'bereaved', 'mourning', 'bereft', 'grieving', 'sorrowing', 'grief-stricken'}",set(),0.8571428571428571,0.9090909090909091
bereaved,bereaved.n.01,bereaved,a person who has suffered the death of someone they loved,['the bereaved do not always need to be taken care of'],"{'bereave', 'bereaved_person', 'bereaved', 'mourning', 'bereft', 'grieving', 'sorrowing', 'grief-stricken'}",set(),0.8571428571428571,0.9090909090909091
melancholic,melancholic.n.01,melancholic,someone subject to melancholia,[],"{'melancholiac', 'melancholy', 'melancholic'}",set(),0.8571428571428571,0.9090909090909091
doleful,doleful.s.01,doleful,filled with or evoking sadness,"[""the child's doleful expression"", 'stared with mournful eyes', 'mournful news']","{'mournful', 'doleful'}",set(),0.8571428571428571,0.9090909090909091
lugubrious,lugubrious.s.01,lugubrious,excessively mournful,[],{'lugubrious'},set(),0.8571428571428571,0.9090909090909091
aggrieved,aggrieve.v.01,aggrieve,infringe on the rights of,[],"{'aggrieve', 'grieve'}",set(),0.8571428571428571,0.9090909090909091
afflicted,afflict.v.01,afflict,cause great unhappiness for; distress,['she was afflicted by the death of her parents'],"{'afflict', 'afflicted', 'impaired', 'stricken', 'smite'}",set(),0.8571428571428571,0.9090909090909091
plangent,plangent.s.01,plangent,loud and resounding,"['plangent bells', 'the plangent minority']",{'plangent'},set(),0.8571428571428571,0.9090909090909091
regretful,regretful.a.01,regretful,feeling or expressing regret or sorrow or a sense of loss over something done or undone,"['felt regretful over his vanished youth', 'regretful over mistakes she had made', 'he felt bad about breaking the vase']","{'regretful', 'bad', 'sorry'}",{'unregretful'},0.8571428571428571,0.9090909090909091
abnormal,abnormal.a.01,abnormal,not normal; not typical or usual or regular or conforming to a norm,"['abnormal powers of concentration', 'abnormal amounts of rain', 'abnormal circumstances', 'an abnormal interest in food']","{'abnormal', 'unnatural'}",{'normal'},0.8571428571428571,0.9090909090909091
abolish,abolish.v.01,abolish,do away with,['Slavery was abolished in the mid-19th century in America and in Russia'],"{'abolish', 'get_rid_of'}",{'establish'},0.8571428571428571,0.9090909090909091
abominable,abominable.s.01,abominable,unequivocally detestable; ; ; ; - Edmund Burke,"['abominable treatment of prisoners', 'detestable vices', 'execrable crimes', 'consequences odious to those you govern']","{'abominable', 'unspeakable', 'execrable', 'detestable', 'awful', 'dreadful', 'terrible', 'atrocious', 'odious', 'painful'}",set(),0.8571428571428571,0.9090909090909091
abominably,detestably.r.01,detestably,in an offensive and hateful manner,"[""I don't know anyone who could have behaved so abominably""]","{'repulsively', 'terribly', 'detestably', 'abysmally', 'rottenly', 'atrociously', 'abominably', 'odiously', 'awfully'}",set(),0.8571428571428571,0.9090909090909091
abominate,abhor.v.01,abhor,find repugnant,"['I loathe that man', 'She abhors cats']","{'execrate', 'abhor', 'loathe', 'abominate'}",set(),0.8571428571428571,0.9090909090909091
abomination,abomination.n.01,abomination,a person who is loathsome or disgusting,[],"{'abhorrence', 'detestation', 'execration', 'abomination', 'odium', 'loathing'}",set(),0.8571428571428571,0.9090909090909091
abort,abort.n.01,abort,the act of terminating a project or procedure before it is completed,"['I wasted a year of my life working on an abort', 'he sent a short message requesting an abort due to extreme winds in the area']",{'abort'},set(),0.8571428571428571,0.9090909090909091
aborted,abort.v.01,abort,terminate before completion,"['abort the mission', 'abort the process running on my computer']",{'abort'},set(),0.8571428571428571,0.9090909090909091
aborts,abort.n.01,abort,the act of terminating a project or procedure before it is completed,"['I wasted a year of my life working on an abort', 'he sent a short message requesting an abort due to extreme winds in the area']",{'abort'},set(),0.8571428571428571,0.9090909090909091
abrade,abrade.v.01,abrade,wear away,[],"{'rub_off', 'corrade', 'rub_down', 'scour', 'abrade', 'abrase'}",set(),0.8571428571428571,0.9090909090909091
abrasive,abrasive.n.01,abrasive,a substance that abrades or wears down,[],"{'abrasive', 'scratchy', 'abrasive_material', 'abradant', 'harsh'}",set(),0.8571428571428571,0.9090909090909091
abrupt,abrupt.s.01,abrupt,marked by sudden changes in subject and sharp transitions,['abrupt prose'],"{'sharp', 'precipitous', 'disconnected', 'abrupt'}",set(),0.8571428571428571,0.9090909090909091
abruptly,abruptly.r.01,abruptly,quickly and without warning,['he stopped suddenly'],"{'short', 'dead', 'abruptly', 'suddenly'}",set(),0.8571428571428571,0.9090909090909091
abscond,abscond.v.01,abscond,run away; usually includes taking something or somebody along,"['The thief made off with our silver', 'the accountant absconded with the cash from the safe']","{'absquatulate', 'decamp', 'go_off', 'make_off', 'bolt', 'abscond', 'run_off'}",set(),0.8571428571428571,0.9090909090909091
absence,absence.n.01,absence,the state of being absent,['he was surprised by the absence of any explanation'],"{'absence', 'absence_seizure'}",{'presence'},0.8571428571428571,0.9090909090909091
